;sent_index;token;tag
3267;1467;—;I-DEF
3268;1467;Ноам;I-DEF
3269;1467;Хомский;I-DEF
3270;1467;(;I-DEF
3271;1467;США;I-DEF
3272;1467;);I-DEF
3273;1467;.;O
3274;1519;Ареа́льная;B-TERM
3275;1519;лингви́стика;I-TERM
3276;1519;(;O
3277;1519;пространственная;O
3278;1519;лингвистика;O
3279;1519;);O
3280;1519;(;O
3281;1519;от;O
3282;1519;лат;O
3283;1519;.;O
3284;1519;area;O
3285;1519;—;O
3286;1519;площадь;O
3287;1519;,;O
3288;1519;пространство;O
3289;1519;);O
3290;1519;—;O
3291;1519;раздел;B-DEF
3292;1519;языкознания;I-DEF
3293;1519;,;I-DEF
3294;1519;изучающий;I-DEF
3295;1519;распространение;I-DEF
3296;1519;языковых;I-DEF
3297;1519;явлений;I-DEF
3298;1519;в;I-DEF
3299;1519;пространственной;I-DEF
3300;1519;протяжённости;I-DEF
3301;1519;и;I-DEF
3302;1519;межъязыковом;I-DEF
3303;1519;(;I-DEF
3304;1519;междиалектном;I-DEF
3305;1519;);I-DEF
3306;1519;взаимодействии;I-DEF
3307;1519;на;I-DEF
3308;1519;основе;I-DEF
3309;1519;методов;I-DEF
3310;1519;лингвистической;I-DEF
3311;1519;географии;I-DEF
3312;1519;.;O
3313;1548;Определе́ние;B-TERM
3314;1548;—;O
3315;1548;второстепенный;B-DEF
3316;1548;член;I-DEF
3317;1548;предложения;I-DEF
3318;1548;,;I-DEF
3319;1548;обозначающий;I-DEF
3320;1548;признак;I-DEF
3321;1548;,;I-DEF
3322;1548;качество;I-DEF
3323;1548;,;I-DEF
3324;1548;свойство;I-DEF
3325;1548;предмета;I-DEF
3326;1548;.;O
3327;1563;Агглютинация;B-TERM
3328;1563;(;O
3329;1563;от;O
3330;1563;лат;O
3331;1563;.;O
3332;1563;agglutinatio;O
3333;1563;—;O
3334;1563;«;O
3335;1563;приклеивание;O
3336;1563;,;O
3337;1563;склеивание;O
3338;1563;»;O
3339;1563;);O
3340;1563;—;O
3341;1563;образование;B-DEF
3342;1563;в;I-DEF
3343;1563;языках;I-DEF
3344;1563;грамматических;I-DEF
3345;1563;форм;I-DEF
3346;1563;и;I-DEF
3347;1563;производных;I-DEF
3348;1563;слов;I-DEF
3349;1563;путём;I-DEF
3350;1563;присоединения;I-DEF
3351;1563;к;I-DEF
3352;1563;корню;I-DEF
3353;1563;или;I-DEF
3354;1563;к;I-DEF
3355;1563;основе;I-DEF
3356;1563;слова;I-DEF
3357;1563;аффиксов;I-DEF
3358;1563;,;I-DEF
3359;1563;имеющих;I-DEF
3360;1563;грамматические;I-DEF
3361;1563;и;I-DEF
3362;1563;деривационные;I-DEF
3363;1563;значения;I-DEF
3364;1563;.;O
3365;1567;Гласные;O
3366;1567;аффиксов;O
3367;1567;могут;O
3368;1567;подвергаться;O
3369;1567;фонетическим;O
3370;1567;изменениям;O
3371;1567;в;O
3372;1567;зависимости;O
3373;1567;от;O
3374;1567;звукового;O
3375;1567;состава;O
3376;1567;основы;O
3377;1567;(;O
3378;1567;см;O
3379;1567;.;O
3380;1567;сингармонизм;O
3381;1567;);O
3382;1567;,;O
3383;1567;могут;O
3384;1567;изменяться;O
3385;1567;и;O
3386;1567;согласные;O
3387;1567;на;O
3388;1567;стыках;O
3389;1567;морфем;O
3390;1567;,;O
3391;1567;но;O
3392;1567;все;O
3393;1567;эти;O
3394;1567;изменения;O
3395;1567;подчинены;O
3396;1567;чисто;O
3397;1567;фонетическим;O
3398;1567;закономерностям;O
3399;1567;,;O
3400;1567;характерным;O
3401;1567;для;O
3402;1567;данного;O
3403;1567;языка;O
3404;1567;.;O
3405;1572;Лексе́ма;B-TERM
3406;1572;(;O
3407;1572;от;O
3408;1572;др;O
3409;1572;.;O
3410;1572;-;O
3411;1572;греч;O
3412;1572;.;O
3413;1572;λέξις;O
3414;1572;—;O
3415;1572;слово;O
3416;1572;,;O
3417;1572;выражение;O
3418;1572;,;O
3419;1572;оборот;O
3420;1572;речи;O
3421;1572;);O
3422;1572;в;O
3423;1572;лингвистике;O
3424;1572;—;O
3425;1572;единица;B-DEF
3426;1572;языка;I-DEF
3427;1572;,;I-DEF
3428;1572;являющаяся;I-DEF
3429;1572;единицей;I-DEF
3430;1572;словарного;I-DEF
3431;1572;состава;I-DEF
3432;1572;языка;I-DEF
3433;1572;,;I-DEF
3434;1572;представляющая;I-DEF
3435;1572;собой;I-DEF
3436;1572;совокупность;I-DEF
3437;1572;всех;I-DEF
3438;1572;парадигматических;I-DEF
3439;1572;форм;I-DEF
3440;1572;(;I-DEF
3441;1572;словоформ;I-DEF
3442;1572;);I-DEF
3443;1572;одного;I-DEF
3444;1572;слова;I-DEF
3445;1572;и;I-DEF
3446;1572;их;I-DEF
3447;1572;лексических;I-DEF
3448;1572;значений;I-DEF
3449;1572;.;O
3450;1575;В;O
3451;1575;ряде;O
3452;1575;концепций;O
3453;1575;в;O
3454;1575;лексему;O
3455;1575;включаются;O
3456;1575;разные;O
3457;1575;смысловые;O
3458;1575;варианты;O
3459;1575;слова;O
3460;1575;,;O
3461;1575;зависящие;O
3462;1575;от;O
3463;1575;контекста;O
3464;1575;,;O
3465;1575;в;O
3466;1575;котором;O
3467;1575;оно;O
3468;1575;употребляется;O
3469;1575;(;O
3470;1575;например;O
3471;1575;,;O
3472;1575;соль;O
3473;1575;в;O
3474;1575;смысле;O
3475;1575;названия;O
3476;1575;вещества;O
3477;1575;и;O
3478;1575;в;O
3479;1575;значении;O
3480;1575;того;O
3481;1575;,;O
3482;1575;что;O
3483;1575;придает;O
3484;1575;остроту;O
3485;1575;или;O
3486;1575;интерес;O
3487;1575;какому-либо;O
3488;1575;высказыванию;O
3489;1575;,;O
3490;1575;мысли;O
3491;1575;);O
3492;1575;.;O
3493;1581;Сло́во;B-TERM
3494;1581;—;O
3495;1581;наименьшая;B-DEF
3496;1581;из;I-DEF
3497;1581;единиц;I-DEF
3498;1581;языка;I-DEF
3499;1581;,;I-DEF
3500;1581;которая;I-DEF
3501;1581;служит;I-DEF
3502;1581;для;I-DEF
3503;1581;именования;I-DEF
3504;1581;предметов;I-DEF
3505;1581;,;I-DEF
3506;1581;их;I-DEF
3507;1581;качеств;I-DEF
3508;1581;,;I-DEF
3509;1581;характеристик;I-DEF
3510;1581;и;I-DEF
3511;1581;взаимодействий;I-DEF
3512;1581;,;I-DEF
3513;1581;а;I-DEF
3514;1581;также;I-DEF
3515;1581;для;I-DEF
3516;1581;служебных;I-DEF
3517;1581;целей;I-DEF
3518;1581;.;O
3519;1657;Квазисинонимы;B-TERM
3520;1657;—;O
3521;1657;мнимые;O
3522;1657;синонимы;O
3523;1657;,;O
3524;1657;частичные;O
3525;1657;синонимы;O
3526;1657;—;O
3527;1657;слова;B-DEF
3528;1657;,;I-DEF
3529;1657;близкие;I-DEF
3530;1657;по;I-DEF
3531;1657;значению;I-DEF
3532;1657;,;I-DEF
3533;1657;но;I-DEF
3534;1657;не;I-DEF
3535;1657;взаимозаменяемые;I-DEF
3536;1657;во;I-DEF
3537;1657;всех;I-DEF
3538;1657;контекстах;I-DEF
3539;1657;в;I-DEF
3540;1657;отличие;I-DEF
3541;1657;от;I-DEF
3542;1657;синонимов;I-DEF
3543;1657;,;I-DEF
3544;1657;которые;I-DEF
3545;1657;должны;I-DEF
3546;1657;быть;I-DEF
3547;1657;взаимозаменяемы;I-DEF
3548;1657;в;I-DEF
3549;1657;любом;I-DEF
3550;1657;контексте;I-DEF
3551;1657;:;I-DEF
3552;1657;тропа;I-DEF
3553;1657;—;I-DEF
3554;1657;путь;I-DEF
3555;1657;,;I-DEF
3556;1657;здание;I-DEF
3557;1657;—;I-DEF
3558;1657;дом;I-DEF
3559;1657;,;I-DEF
3560;1657;талант;I-DEF
3561;1657;—;I-DEF
3562;1657;гениальность;I-DEF
3563;1657;.;O
3564;1662;Омонимы;B-TERM
3565;1662;—;O
3566;1662;одинаковые;B-DEF
3567;1662;по;I-DEF
3568;1662;звучанию;I-DEF
3569;1662;и;I-DEF
3570;1662;по;I-DEF
3571;1662;написанию;I-DEF
3572;1662;слова;I-DEF
3573;1662;,;I-DEF
3574;1662;значения;I-DEF
3575;1662;которых;I-DEF
3576;1662;осознаются;I-DEF
3577;1662;нами;I-DEF
3578;1662;как;I-DEF
3579;1662;совершенно;I-DEF
3580;1662;не;I-DEF
3581;1662;связанные;I-DEF
3582;1662;между;I-DEF
3583;1662;собой;I-DEF
3584;1662;и;I-DEF
3585;1662;одно;I-DEF
3586;1662;из;I-DEF
3587;1662;другого;I-DEF
3588;1662;не;I-DEF
3589;1662;выводимые;I-DEF
3590;1662;.;O
3591;1692;Ко́рпусная;B-TERM
3592;1692;лингви́стика;I-TERM
3593;1692;—;O
3594;1692;раздел;B-DEF
3595;1692;языкознания;I-DEF
3596;1692;,;I-DEF
3597;1692;занимающийся;I-DEF
3598;1692;разработкой;I-DEF
3599;1692;,;I-DEF
3600;1692;созданием;I-DEF
3601;1692;и;I-DEF
3602;1692;использованием;I-DEF
3603;1692;текстовых;I-DEF
3604;1692;корпусов;I-DEF
3605;1692;.;O
3606;1744;Этимоло́гия;B-TERM
3607;1744;(;O
3608;1744;др;O
3609;1744;.;O
3610;1744;-;O
3611;1744;греч;O
3612;1744;.;O
3613;1744;ἐτυμολογία;O
3614;1744;от;O
3615;1744;ἔτυμον;O
3616;1744;—;O
3617;1744;ИСТИНА;O
3618;1744;,;O
3619;1744;основное;O
3620;1744;значение;O
3621;1744;слова;O
3622;1744;и;O
3623;1744;λόγος;O
3624;1744;—;O
3625;1744;слово;O
3626;1744;,;O
3627;1744;учение;O
3628;1744;,;O
3629;1744;суждение;O
3630;1744;);O
3631;1744;—;O
3632;1744;раздел;B-DEF
3633;1744;лингвистики;I-DEF
3634;1744;(;I-DEF
3635;1744;сравнительно-исторического;I-DEF
3636;1744;языкознания;I-DEF
3637;1744;);I-DEF
3638;1744;,;I-DEF
3639;1744;изучающий;I-DEF
3640;1744;происхождение;I-DEF
3641;1744;слов;I-DEF
3642;1744;(;I-DEF
3643;1744;устойчивых;I-DEF
3644;1744;оборотов;I-DEF
3645;1744;и;I-DEF
3646;1744;реже;I-DEF
3647;1744;морфем;I-DEF
3648;1744;);I-DEF
3649;1744;.;O
3650;1871;Концептуализация;B-TERM
3651;1871;—;O
3652;1871;это;O
3653;1871;процесс;B-DEF
3654;1871;определения;I-DEF
3655;1871;набора;I-DEF
3656;1871;когнитивных;I-DEF
3657;1871;признаков;I-DEF
3658;1871;(;I-DEF
3659;1871;в;I-DEF
3660;1871;том;I-DEF
3661;1871;числе;I-DEF
3662;1871;—;I-DEF
3663;1871;и;I-DEF
3664;1871;категориальных;I-DEF
3665;1871;);I-DEF
3666;1871;какого-либо;I-DEF
3667;1871;явления;I-DEF
3668;1871;реального;I-DEF
3669;1871;или;I-DEF
3670;1871;воображаемого;I-DEF
3671;1871;мира;I-DEF
3672;1871;,;I-DEF
3673;1871;которые;I-DEF
3674;1871;позволяют;I-DEF
3675;1871;человеку;I-DEF
3676;1871;хранить;I-DEF
3677;1871;в;I-DEF
3678;1871;сознании;I-DEF
3679;1871;и;I-DEF
3680;1871;пополнять;I-DEF
3681;1871;новой;I-DEF
3682;1871;информацией;I-DEF
3683;1871;сколько-нибудь;I-DEF
3684;1871;очерченное;I-DEF
3685;1871;понятие;I-DEF
3686;1871;и;I-DEF
3687;1871;/;I-DEF
3688;1871;или;I-DEF
3689;1871;представление;I-DEF
3690;1871;об;I-DEF
3691;1871;этом;I-DEF
3692;1871;явлении;I-DEF
3693;1871;и;I-DEF
3694;1871;отличать;I-DEF
3695;1871;его;I-DEF
3696;1871;от;I-DEF
3697;1871;других;I-DEF
3698;1871;феноменов;I-DEF
3699;1871;.;O
3700;1873;Род;B-TERM
3701;1873;в;I-TERM
3702;1873;грамматике;I-TERM
3703;1873;—;O
3704;1873;категория;B-DEF
3705;1873;,;I-DEF
3706;1873;представляющая;I-DEF
3707;1873;распределение;I-DEF
3708;1873;слов;I-DEF
3709;1873;и;I-DEF
3710;1873;форм;I-DEF
3711;1873;по;I-DEF
3712;1873;классам;I-DEF
3713;1873;,;I-DEF
3714;1873;традиционно;I-DEF
3715;1873;соотносимым;I-DEF
3716;1873;с;I-DEF
3717;1873;признаками;I-DEF
3718;1873;пола;I-DEF
3719;1873;или;I-DEF
3720;1873;их;I-DEF
3721;1873;отсутствием;I-DEF
3722;1873;.;O
3723;1883;Прича́стие;B-TERM
3724;1883;(;O
3725;1883;калька;O
3726;1883;с;O
3727;1883;лат;O
3728;1883;.;O
3729;1883;participium;O
3730;1883;);O
3731;1883;—;O
3732;1883;грамматический;B-DEF
3733;1883;термин;I-DEF
3734;1883;,;I-DEF
3735;1883;обозначающий;I-DEF
3736;1883;отглагольное;I-DEF
3737;1883;имя;I-DEF
3738;1883;прилагательное;I-DEF
3739;1883;со;I-DEF
3740;1883;значением;I-DEF
3741;1883;имени;I-DEF
3742;1883;действующего;I-DEF
3743;1883;лица;I-DEF
3744;1883;,;I-DEF
3745;1883;некоторыми;I-DEF
3746;1883;лингвистами;I-DEF
3747;1883;рассматривается;I-DEF
3748;1883;как;I-DEF
3749;1883;самостоятельная;I-DEF
3750;1883;часть;I-DEF
3751;1883;речи;I-DEF
3752;1883;или;I-DEF
3753;1883;же;I-DEF
3754;1883;как;I-DEF
3755;1883;особое;I-DEF
3756;1883;«;I-DEF
3757;1883;гибридное;I-DEF
3758;1883;классовое;I-DEF
3759;1883;слово;I-DEF
3760;1883;»;I-DEF
3761;1883;.;O
3762;1983;Обстоя́тельство;B-TERM
3763;1983;―;O
3764;1983;второстепенный;B-DEF
3765;1983;член;I-DEF
3766;1983;предложения;I-DEF
3767;1983;,;I-DEF
3768;1983;зависящий;I-DEF
3769;1983;от;I-DEF
3770;1983;сказуемого;I-DEF
3771;1983;и;I-DEF
3772;1983;обозначающий;I-DEF
3773;1983;признак;I-DEF
3774;1983;действия;I-DEF
3775;1983;или;I-DEF
3776;1983;признак;I-DEF
3777;1983;другого;I-DEF
3778;1983;признака;I-DEF
3779;1983;.;O
3780;1987;Полевая;B-TERM
3781;1987;лингвистика;I-TERM
3782;1987;—;O
3783;1987;это;O
3784;1987;лингвистическая;B-DEF
3785;1987;дисциплина;I-DEF
3786;1987;,;I-DEF
3787;1987;разрабатывающая;I-DEF
3788;1987;и;I-DEF
3789;1987;практикующая;I-DEF
3790;1987;методы;I-DEF
3791;1987;получения;I-DEF
3792;1987;информации;I-DEF
3793;1987;о;I-DEF
3794;1987;неизвестном;I-DEF
3795;1987;исследователю;I-DEF
3796;1987;языке;I-DEF
3797;1987;на;I-DEF
3798;1987;основании;I-DEF
3799;1987;работы;I-DEF
3800;1987;с;I-DEF
3801;1987;его;I-DEF
3802;1987;носителями;I-DEF
3803;1987;.;O
3804;1998;Склоне́ние;B-TERM
3805;1998;(;O
3806;1998;от;O
3807;1998;лат;O
3808;1998;.;O
3809;1998;declinatio;O
3810;1998;,;O
3811;1998;«;O
3812;1998;отклонение;O
3813;1998;»;O
3814;1998;от;O
3815;1998;основной;O
3816;1998;формы;O
3817;1998;слова;O
3818;1998;);O
3819;1998;—;O
3820;1998;словоизменение;B-DEF
3821;1998;именных;I-DEF
3822;1998;частей;I-DEF
3823;1998;речи;I-DEF
3824;1998;(;I-DEF
3825;1998;существительных;I-DEF
3826;1998;,;I-DEF
3827;1998;прилагательных;I-DEF
3828;1998;,;I-DEF
3829;1998;числительных;I-DEF
3830;1998;,;I-DEF
3831;1998;местоимений;I-DEF
3832;1998;);I-DEF
3833;1998;.;O
3834;2042;Истори́змы;B-TERM
3835;2042;—;O
3836;2042;слова;B-DEF
3837;2042;,;I-DEF
3838;2042;представляющие;I-DEF
3839;2042;собой;I-DEF
3840;2042;названия;I-DEF
3841;2042;существовавших;I-DEF
3842;2042;когда-то;I-DEF
3843;2042;,;I-DEF
3844;2042;но;I-DEF
3845;2042;исчезнувших;I-DEF
3846;2042;предметов;I-DEF
3847;2042;,;I-DEF
3848;2042;явлений;I-DEF
3849;2042;человеческой;I-DEF
3850;2042;жизни;I-DEF
3851;2042;.;O
3852;2047;Люби́тельская;B-TERM
3853;2047;лингви́стика;I-TERM
3854;2047;(;O
3855;2047;фо́л;O
3856;2047;(;O
3857;2047;ь;O
3858;2047;);O
3859;2047;к-лингви́стика;O
3860;2047;,;O
3861;2047;псевдолингви́стика;O
3862;2047;);O
3863;2047;—;O
3864;2047;понятие;B-DEF
3865;2047;,;I-DEF
3866;2047;введённое;I-DEF
3867;2047;для;I-DEF
3868;2047;описания;I-DEF
3869;2047;совокупности;I-DEF
3870;2047;псевдонаучных;I-DEF
3871;2047;исследований;I-DEF
3872;2047;,;I-DEF
3873;2047;теорий;I-DEF
3874;2047;и;I-DEF
3875;2047;гипотез;I-DEF
3876;2047;,;I-DEF
3877;2047;противоречащих;I-DEF
3878;2047;данным;I-DEF
3879;2047;науки;I-DEF
3880;2047;о;I-DEF
3881;2047;языке;I-DEF
3882;2047;—;I-DEF
3883;2047;лингвистике;I-DEF
3884;2047;.;O
3885;2109;Докуме́нтная;B-TERM
3886;2109;лингви́стика;I-TERM
3887;2109;—;O
3888;2109;раздел;B-DEF
3889;2109;науки;I-DEF
3890;2109;о;I-DEF
3891;2109;языке;I-DEF
3892;2109;,;I-DEF
3893;2109;исследующий;I-DEF
3894;2109;лингвистические;I-DEF
3895;2109;особенности;I-DEF
3896;2109;в;I-DEF
3897;2109;современном;I-DEF
3898;2109;документообороте;I-DEF
3899;2109;,;I-DEF
3900;2109;знаковые;I-DEF
3901;2109;средства;I-DEF
3902;2109;,;I-DEF
3903;2109;специфику;I-DEF
3904;2109;и;I-DEF
3905;2109;закономерности;I-DEF
3906;2109;их;I-DEF
3907;2109;использования;I-DEF
3908;2109;в;I-DEF
3909;2109;текстах;I-DEF
3910;2109;.;O
3911;2122;Су́ффикс;B-TERM
3912;2122;(;O
3913;2122;от;O
3914;2122;лат;O
3915;2122;.;O
3916;2122;suffixus;O
3917;2122;«;O
3918;2122;прикреплённый;O
3919;2122;»;O
3920;2122;);O
3921;2122;в;I-TERM
3922;2122;лингвистике;I-TERM
3923;2122;—;O
3924;2122;вид;B-DEF
3925;2122;аффикса;I-DEF
3926;2122;.;O
3927;2164;Вид;B-TERM
3928;2164;,;O
3929;2164;или;O
3930;2164;аспе́кт;O
3931;2164;,;O
3932;2164;—;O
3933;2164;грамматическая;B-DEF
3934;2164;категория;I-DEF
3935;2164;,;I-DEF
3936;2164;выражающая;I-DEF
3937;2164;то;I-DEF
3938;2164;,;I-DEF
3939;2164;как;I-DEF
3940;2164;говорящий;I-DEF
3941;2164;осмысливает;I-DEF
3942;2164;протекание;I-DEF
3943;2164;действия;I-DEF
3944;2164;во;I-DEF
3945;2164;времени;I-DEF
3946;2164;(;I-DEF
3947;2164;например;I-DEF
3948;2164;,;I-DEF
3949;2164;видит;I-DEF
3950;2164;он;I-DEF
3951;2164;действие;I-DEF
3952;2164;как;I-DEF
3953;2164;продолженное;I-DEF
3954;2164;,;I-DEF
3955;2164;одномоментное;I-DEF
3956;2164;,;I-DEF
3957;2164;постоянное;I-DEF
3958;2164;и;I-DEF
3959;2164;проч;I-DEF
3960;2164;.;I-DEF
3961;2164;);I-DEF
3962;2164;.;O
3963;2176;Предложе́ние;B-TERM
3964;2176;(;O
3965;2176;в;O
3966;2176;языке;O
3967;2176;);O
3968;2176;—;O
3969;2176;это;O
3970;2176;единица;B-DEF
3971;2176;языка;I-DEF
3972;2176;,;I-DEF
3973;2176;которая;I-DEF
3974;2176;представляет;I-DEF
3975;2176;собой;I-DEF
3976;2176;грамматически;I-DEF
3977;2176;организованное;I-DEF
3978;2176;соединение;I-DEF
3979;2176;слов;I-DEF
3980;2176;(;I-DEF
3981;2176;или;I-DEF
3982;2176;слово;I-DEF
3983;2176;);I-DEF
3984;2176;,;I-DEF
3985;2176;обладающее;I-DEF
3986;2176;смысловой;I-DEF
3987;2176;и;I-DEF
3988;2176;интонационной;I-DEF
3989;2176;законченностью;I-DEF
3990;2176;.;O
3991;2240;Политическая;B-TERM
3992;2240;лингвистика;I-TERM
3993;2240;—;O
3994;2240;это;O
3995;2240;дисциплина;B-DEF
3996;2240;,;I-DEF
3997;2240;возникшая;I-DEF
3998;2240;на;I-DEF
3999;2240;пересечении;I-DEF
4000;2240;двух;I-DEF
4001;2240;наук;I-DEF
4002;2240;—;I-DEF
4003;2240;политологии;I-DEF
4004;2240;и;I-DEF
4005;2240;лингвистики;I-DEF
4006;2240;,;I-DEF
4007;2240;имеющая;I-DEF
4008;2240;целью;I-DEF
4009;2240;установление;I-DEF
4010;2240;закономерностей;I-DEF
4011;2240;взаимовлияния;I-DEF
4012;2240;общественно-политических;I-DEF
4013;2240;событий;I-DEF
4014;2240;на;I-DEF
4015;2240;изменения;I-DEF
4016;2240;в;I-DEF
4017;2240;языке;I-DEF
4018;2240;и;I-DEF
4019;2240;наоборот;I-DEF
4020;2240;.;O
4021;2400;Обращение;B-TERM
4022;2400;—;O
4023;2400;обособленный;B-DEF
4024;2400;интонационно;I-DEF
4025;2400;и;I-DEF
4026;2400;грамматически;I-DEF
4027;2400;самостоятельный;I-DEF
4028;2400;компонент;I-DEF
4029;2400;предложения;I-DEF
4030;2400;или;I-DEF
4031;2400;сложного;I-DEF
4032;2400;синтаксического;I-DEF
4033;2400;целого;I-DEF
4034;2400;,;I-DEF
4035;2400;служащий;I-DEF
4036;2400;для;I-DEF
4037;2400;обозначения;I-DEF
4038;2400;лица;I-DEF
4039;2400;или;I-DEF
4040;2400;предмета;I-DEF
4041;2400;,;I-DEF
4042;2400;являющегося;I-DEF
4043;2400;адресатом;I-DEF
4044;2400;речи;I-DEF
4045;2400;.;O
4046;2448;Текст;B-TERM
4047;2448;(;O
4048;2448;от;O
4049;2448;лат;O
4050;2448;.;O
4051;2448;textus;O
4052;2448;—;O
4053;2448;ткань;O
4054;2448;";";O
4055;2448;сплетение;O
4056;2448;,;O
4057;2448;сочетание;O
4058;2448;);O
4059;2448;—;O
4060;2448;зафиксированная;B-DEF
4061;2448;на;I-DEF
4062;2448;каком-либо;I-DEF
4063;2448;материальном;I-DEF
4064;2448;носителе;I-DEF
4065;2448;человеческая;I-DEF
4066;2448;мысль;I-DEF
4067;2448;";";I-DEF
4068;2448;в;I-DEF
4069;2448;общем;I-DEF
4070;2448;плане;I-DEF
4071;2448;связная;I-DEF
4072;2448;и;I-DEF
4073;2448;полная;I-DEF
4074;2448;последовательность;I-DEF
4075;2448;символов;I-DEF
4076;2448;.;O
4077;2472;Редукция;B-TERM
4078;2472;(;O
4079;2472;лат;O
4080;2472;.;O
4081;2472;reducire;O
4082;2472;—;O
4083;2472;сокращать;O
4084;2472;);O
4085;2472;—;O
4086;2472;лингвистический;B-DEF
4087;2472;термин;I-DEF
4088;2472;,;I-DEF
4089;2472;обозначающий;I-DEF
4090;2472;ощущаемое;I-DEF
4091;2472;человеческим;I-DEF
4092;2472;ухом;I-DEF
4093;2472;изменение;I-DEF
4094;2472;звуковых;I-DEF
4095;2472;характеристик;I-DEF
4096;2472;речевых;I-DEF
4097;2472;элементов;I-DEF
4098;2472;,;I-DEF
4099;2472;вызванное;I-DEF
4100;2472;их;I-DEF
4101;2472;безударным;I-DEF
4102;2472;положением;I-DEF
4103;2472;по;I-DEF
4104;2472;отношению;I-DEF
4105;2472;к;I-DEF
4106;2472;другим;I-DEF
4107;2472;—;I-DEF
4108;2472;ударным;I-DEF
4109;2472;элементам;I-DEF
4110;2472;.;O
4111;2492;Фоне́тика;B-TERM
4112;2492;(;O
4113;2492;греч;O
4114;2492;.;O
4115;2492;φωνητικός;O
4116;2492;—;O
4117;2492;«;O
4118;2492;звуковой;O
4119;2492;»;O
4120;2492;";";O
4121;2492;от;O
4122;2492;φωνή;O
4123;2492;—;O
4124;2492;«;O
4125;2492;звук;O
4126;2492;»;O
4127;2492;);O
4128;2492;—;O
4129;2492;раздел;B-DEF
4130;2492;лингвистики;I-DEF
4131;2492;,;I-DEF
4132;2492;изучающий;I-DEF
4133;2492;явления;I-DEF
4134;2492;языкового;I-DEF
4135;2492;процесса;I-DEF
4136;2492;,;I-DEF
4137;2492;связанные;I-DEF
4138;2492;с;I-DEF
4139;2492;производством;I-DEF
4140;2492;и;I-DEF
4141;2492;восприятием;I-DEF
4142;2492;звуков;I-DEF
4143;2492;,;I-DEF
4144;2492;движением;I-DEF
4145;2492;артикуляционных;I-DEF
4146;2492;органов;I-DEF
4147;2492;и;I-DEF
4148;2492;процессами;I-DEF
4149;2492;в;I-DEF
4150;2492;слуховом;I-DEF
4151;2492;аппарате;I-DEF
4152;2492;,;I-DEF
4153;2492;либо;I-DEF
4154;2492;аналогичными;I-DEF
4155;2492;моторно-зрительными;I-DEF
4156;2492;явлениями;I-DEF
4157;2492;,;I-DEF
4158;2492;применительно;I-DEF
4159;2492;к;I-DEF
4160;2492;жестовым;I-DEF
4161;2492;языкам;I-DEF
4162;2492;.;O
4163;2598;Ге́ндерная;B-TERM
4164;2598;лингви́стика;I-TERM
4165;2598;(;O
4166;2598;лингвистическая;O
4167;2598;гендерология;O
4168;2598;);O
4169;2598;—;O
4170;2598;научное;B-DEF
4171;2598;направление;I-DEF
4172;2598;в;I-DEF
4173;2598;составе;I-DEF
4174;2598;междисциплинарных;I-DEF
4175;2598;гендерных;I-DEF
4176;2598;исследований;I-DEF
4177;2598;,;I-DEF
4178;2598;при;I-DEF
4179;2598;помощи;I-DEF
4180;2598;лингвистического;I-DEF
4181;2598;понятийного;I-DEF
4182;2598;аппарата;I-DEF
4183;2598;изучающее;I-DEF
4184;2598;гендер;I-DEF
4185;2598;(;I-DEF
4186;2598;социокультурный;I-DEF
4187;2598;пол;I-DEF
4188;2598;,;I-DEF
4189;2598;понимаемый;I-DEF
4190;2598;как;I-DEF
4191;2598;конвенциональный;I-DEF
4192;2598;конструкт;I-DEF
4193;2598;,;I-DEF
4194;2598;относительно;I-DEF
4195;2598;автономный;I-DEF
4196;2598;от;I-DEF
4197;2598;биологического;I-DEF
4198;2598;пола;I-DEF
4199;2598;);I-DEF
4200;2598;.;O
4201;2608;Психолингви́стика;B-TERM
4202;2608;—;O
4203;2608;дисциплина;B-DEF
4204;2608;,;I-DEF
4205;2608;которая;I-DEF
4206;2608;находится;I-DEF
4207;2608;на;I-DEF
4208;2608;стыке;I-DEF
4209;2608;психологии;I-DEF
4210;2608;и;I-DEF
4211;2608;лингвистики;I-DEF
4212;2608;.;O
4213;2703;Приложе́ние;B-TERM
4214;2703;(;O
4215;2703;аппозитив;O
4216;2703;);O
4217;2703;—;O
4218;2703;определение;B-DEF
4219;2703;,;I-DEF
4220;2703;выраженное;I-DEF
4221;2703;существительным;I-DEF
4222;2703;,;I-DEF
4223;2703;которое;I-DEF
4224;2703;может;I-DEF
4225;2703;быть;I-DEF
4226;2703;согласованным;I-DEF
4227;2703;с;I-DEF
4228;2703;определяемым;I-DEF
4229;2703;словом;I-DEF
4230;2703;,;I-DEF
4231;2703;например;I-DEF
4232;2703;ночевала;I-DEF
4233;2703;тучка;I-DEF
4234;2703;золотая;I-DEF
4235;2703;на;I-DEF
4236;2703;груди;I-DEF
4237;2703;утёса-великана;I-DEF
4238;2703;,;I-DEF
4239;2703;или;I-DEF
4240;2703;несогласованным;I-DEF
4241;2703;.;O
4242;2731;Практическая;B-TERM
4243;2731;лингвистика;I-TERM
4244;2731;—;O
4245;2731;познание;B-DEF
4246;2731;языка;I-DEF
4247;2731;и;I-DEF
4248;2731;передача;I-DEF
4249;2731;результатов;I-DEF
4250;2731;такого;I-DEF
4251;2731;познания;I-DEF
4252;2731;другим;I-DEF
4253;2731;людям;I-DEF
